,Country,Correlations,Lat,Long,Date
101,Italy,-0.74,41.87194,12.56738,2020-05-02
102,Italy,-0.74,41.87194,12.56738,2020-05-03
103,Italy,-0.74,41.87194,12.56738,2020-05-04
104,Italy,-0.74,41.87194,12.56738,2020-05-05
105,Italy,-0.74,41.87194,12.56738,2020-05-06
106,Italy,-0.74,41.87194,12.56738,2020-05-07
107,Italy,-0.74,41.87194,12.56738,2020-05-08
108,Italy,-0.74,41.87194,12.56738,2020-05-09
109,Italy,-0.74,41.87194,12.56738,2020-05-10
110,Italy,-0.74,41.87194,12.56738,2020-05-11
111,Italy,-0.74,41.87194,12.56738,2020-05-12
112,Italy,-0.74,41.87194,12.56738,2020-05-13
113,Italy,-0.74,41.87194,12.56738,2020-05-14
114,Italy,-0.74,41.87194,12.56738,2020-05-15
115,Italy,-0.74,41.87194,12.56738,2020-05-16
116,Italy,-0.74,41.87194,12.56738,2020-05-17
117,Italy,-0.74,41.87194,12.56738,2020-05-18
118,Italy,-0.74,41.87194,12.56738,2020-05-19
119,Italy,-0.74,41.87194,12.56738,2020-05-20
120,Italy,-0.74,41.87194,12.56738,2020-05-21
121,Italy,-0.74,41.87194,12.56738,2020-05-22
122,Italy,-0.74,41.87194,12.56738,2020-05-23
123,Italy,-0.74,41.87194,12.56738,2020-05-24
124,Italy,-0.74,41.87194,12.56738,2020-05-25
125,Italy,-0.74,41.87194,12.56738,2020-05-26
126,Italy,-0.74,41.87194,12.56738,2020-05-27
127,Italy,-0.74,41.87194,12.56738,2020-05-28
128,Italy,-0.74,41.87194,12.56738,2020-05-29
129,Italy,-0.74,41.87194,12.56738,2020-05-30
130,Italy,-0.74,41.87194,12.56738,2020-05-31
131,Italy,-0.74,41.87194,12.56738,2020-06-01
132,Italy,-0.74,41.87194,12.56738,2020-06-02
133,Italy,-0.74,41.87194,12.56738,2020-06-03
134,Italy,-0.74,41.87194,12.56738,2020-06-04
135,Italy,-0.74,41.87194,12.56738,2020-06-05
136,Italy,-0.74,41.87194,12.56738,2020-06-06
137,Italy,-0.74,41.87194,12.56738,2020-06-07
138,Italy,-0.74,41.87194,12.56738,2020-06-08
139,Italy,-0.74,41.87194,12.56738,2020-06-09
140,Italy,-0.74,41.87194,12.56738,2020-06-10
141,Italy,-0.74,41.87194,12.56738,2020-06-11
142,Italy,-0.74,41.87194,12.56738,2020-06-12
143,Italy,-0.74,41.87194,12.56738,2020-06-13
144,Italy,-0.74,41.87194,12.56738,2020-06-14
145,Italy,-0.74,41.87194,12.56738,2020-06-15
146,Italy,-0.74,41.87194,12.56738,2020-06-16
147,Italy,-0.74,41.87194,12.56738,2020-06-17
148,Italy,-0.74,41.87194,12.56738,2020-06-18
149,Italy,-0.74,41.87194,12.56738,2020-06-19
150,Italy,-0.74,41.87194,12.56738,2020-06-20
151,Italy,-0.74,41.87194,12.56738,2020-06-21
152,Italy,-0.74,41.87194,12.56738,2020-06-22
153,Italy,-0.74,41.87194,12.56738,2020-06-23
154,Italy,-0.74,41.87194,12.56738,2020-06-24
155,Italy,-0.74,41.87194,12.56738,2020-06-25
156,Italy,-0.74,41.87194,12.56738,2020-06-26
157,Italy,-0.74,41.87194,12.56738,2020-06-27
158,Italy,-0.74,41.87194,12.56738,2020-06-28
159,Italy,-0.74,41.87194,12.56738,2020-06-29
160,Italy,-0.74,41.87194,12.56738,2020-06-30
161,Italy,-0.74,41.87194,12.56738,2020-07-01
162,Italy,-0.74,41.87194,12.56738,2020-07-02
163,Italy,-0.74,41.87194,12.56738,2020-07-03
164,Italy,-0.74,41.87194,12.56738,2020-07-04
165,Italy,-0.74,41.87194,12.56738,2020-07-05
166,Italy,-0.74,41.87194,12.56738,2020-07-06
167,Italy,-0.74,41.87194,12.56738,2020-07-07
168,Italy,-0.74,41.87194,12.56738,2020-07-08
169,Italy,-0.74,41.87194,12.56738,2020-07-09
170,Italy,-0.74,41.87194,12.56738,2020-07-10
171,Italy,-0.74,41.87194,12.56738,2020-07-11
172,Italy,-0.74,41.87194,12.56738,2020-07-12
173,Italy,-0.74,41.87194,12.56738,2020-07-13
174,Italy,-0.74,41.87194,12.56738,2020-07-14
175,Italy,-0.74,41.87194,12.56738,2020-07-15
176,Italy,-0.74,41.87194,12.56738,2020-07-16
177,Italy,-0.74,41.87194,12.56738,2020-07-17
178,Italy,-0.74,41.87194,12.56738,2020-07-18
179,Italy,-0.74,41.87194,12.56738,2020-07-19
180,Italy,-0.74,41.87194,12.56738,2020-07-20
181,Italy,-0.74,41.87194,12.56738,2020-07-21
182,Italy,-0.74,41.87194,12.56738,2020-07-22
183,Italy,-0.74,41.87194,12.56738,2020-07-23
184,Italy,-0.74,41.87194,12.56738,2020-07-24
185,Italy,-0.74,41.87194,12.56738,2020-07-25
186,Italy,-0.74,41.87194,12.56738,2020-07-26
187,Italy,-0.74,41.87194,12.56738,2020-07-27
188,Italy,-0.74,41.87194,12.56738,2020-07-28
189,Italy,-0.74,41.87194,12.56738,2020-07-29
190,US,-0.66,40.0,-100.0,2020-01-22
191,US,-0.66,40.0,-100.0,2020-01-23
192,US,-0.66,40.0,-100.0,2020-01-24
193,US,-0.66,40.0,-100.0,2020-01-25
194,US,-0.66,40.0,-100.0,2020-01-26
195,US,-0.66,40.0,-100.0,2020-01-27
196,US,-0.66,40.0,-100.0,2020-01-28
197,US,-0.66,40.0,-100.0,2020-01-29
198,US,-0.66,40.0,-100.0,2020-01-30
199,US,-0.66,40.0,-100.0,2020-01-31
200,US,-0.66,40.0,-100.0,2020-02-01
201,US,-0.66,40.0,-100.0,2020-02-02
202,US,-0.66,40.0,-100.0,2020-02-03
203,US,-0.66,40.0,-100.0,2020-02-04
204,US,-0.66,40.0,-100.0,2020-02-05
205,US,-0.66,40.0,-100.0,2020-02-06
206,US,-0.66,40.0,-100.0,2020-02-07
207,US,-0.66,40.0,-100.0,2020-02-08
208,US,-0.66,40.0,-100.0,2020-02-09
209,US,-0.66,40.0,-100.0,2020-02-10
210,US,-0.66,40.0,-100.0,2020-02-11
211,US,-0.66,40.0,-100.0,2020-02-12
212,US,-0.66,40.0,-100.0,2020-02-13
213,US,-0.66,40.0,-100.0,2020-02-14
214,US,-0.66,40.0,-100.0,2020-02-15
215,US,-0.66,40.0,-100.0,2020-02-16
216,US,-0.66,40.0,-100.0,2020-02-17
217,US,-0.66,40.0,-100.0,2020-02-18
218,US,-0.66,40.0,-100.0,2020-02-19
219,US,-0.66,40.0,-100.0,2020-02-20
220,US,-0.66,40.0,-100.0,2020-02-21
221,US,-0.66,40.0,-100.0,2020-02-22
222,US,-0.66,40.0,-100.0,2020-02-23
223,US,-0.66,40.0,-100.0,2020-02-24
224,US,-0.66,40.0,-100.0,2020-02-25
225,US,-0.66,40.0,-100.0,2020-02-26
226,US,-0.66,40.0,-100.0,2020-02-27
227,US,-0.66,40.0,-100.0,2020-02-28
228,US,-0.66,40.0,-100.0,2020-02-29
229,US,-0.66,40.0,-100.0,2020-03-01
230,US,-0.66,40.0,-100.0,2020-03-02
231,US,-0.66,40.0,-100.0,2020-03-03
232,US,-0.66,40.0,-100.0,2020-03-04
233,US,-0.66,40.0,-100.0,2020-03-05
234,US,-0.66,40.0,-100.0,2020-03-06
235,US,-0.66,40.0,-100.0,2020-03-07
236,US,-0.66,40.0,-100.0,2020-03-08
237,US,-0.66,40.0,-100.0,2020-03-09
238,US,-0.66,40.0,-100.0,2020-03-10
239,US,-0.66,40.0,-100.0,2020-03-11
240,US,-0.66,40.0,-100.0,2020-03-12
241,US,-0.66,40.0,-100.0,2020-03-13
242,US,-0.66,40.0,-100.0,2020-03-14
243,US,-0.66,40.0,-100.0,2020-03-15
244,US,-0.66,40.0,-100.0,2020-03-16
245,US,-0.66,40.0,-100.0,2020-03-17
246,US,-0.66,40.0,-100.0,2020-03-18
247,US,-0.66,40.0,-100.0,2020-03-19
248,US,-0.66,40.0,-100.0,2020-03-20
249,US,-0.66,40.0,-100.0,2020-03-21
250,US,-0.66,40.0,-100.0,2020-03-22
251,US,-0.66,40.0,-100.0,2020-03-23
252,US,-0.66,40.0,-100.0,2020-03-24
253,US,-0.66,40.0,-100.0,2020-03-25
254,US,-0.66,40.0,-100.0,2020-03-26
255,US,-0.66,40.0,-100.0,2020-03-27
256,US,-0.66,40.0,-100.0,2020-03-28
257,US,-0.66,40.0,-100.0,2020-03-29
258,US,-0.66,40.0,-100.0,2020-03-30
259,US,-0.66,40.0,-100.0,2020-03-31
260,US,-0.66,40.0,-100.0,2020-04-01
261,US,-0.66,40.0,-100.0,2020-04-02
262,US,-0.66,40.0,-100.0,2020-04-03
263,US,-0.66,40.0,-100.0,2020-04-04
264,US,-0.66,40.0,-100.0,2020-04-05
265,US,-0.66,40.0,-100.0,2020-04-06
266,US,-0.66,40.0,-100.0,2020-04-07
267,US,-0.66,40.0,-100.0,2020-04-08
268,US,-0.66,40.0,-100.0,2020-04-09
269,US,-0.66,40.0,-100.0,2020-04-10
270,US,-0.66,40.0,-100.0,2020-04-11
271,US,-0.66,40.0,-100.0,2020-04-12
272,US,-0.66,40.0,-100.0,2020-04-13
273,US,-0.66,40.0,-100.0,2020-04-14
274,US,-0.66,40.0,-100.0,2020-04-15
275,US,-0.66,40.0,-100.0,2020-04-16
276,US,-0.66,40.0,-100.0,2020-04-17
277,US,-0.66,40.0,-100.0,2020-04-18
278,US,-0.66,40.0,-100.0,2020-04-19
279,US,-0.66,40.0,-100.0,2020-04-20
280,US,-0.66,40.0,-100.0,2020-04-21
281,US,-0.66,40.0,-100.0,2020-04-22
282,US,-0.66,40.0,-100.0,2020-04-23
283,US,-0.66,40.0,-100.0,2020-04-24
284,US,-0.66,40.0,-100.0,2020-04-25
285,US,-0.66,40.0,-100.0,2020-04-26
286,US,-0.66,40.0,-100.0,2020-04-27
287,US,-0.66,40.0,-100.0,2020-04-28
288,US,-0.66,40.0,-100.0,2020-04-29
289,US,-0.66,40.0,-100.0,2020-04-30
290,US,-0.66,40.0,-100.0,2020-05-01
291,US,-0.66,40.0,-100.0,2020-05-02
292,US,-0.66,40.0,-100.0,2020-05-03
293,US,-0.66,40.0,-100.0,2020-05-04
294,US,-0.66,40.0,-100.0,2020-05-05
295,US,-0.66,40.0,-100.0,2020-05-06
296,US,-0.66,40.0,-100.0,2020-05-07
297,US,-0.66,40.0,-100.0,2020-05-08
298,US,-0.66,40.0,-100.0,2020-05-09
299,US,-0.66,40.0,-100.0,2020-05-10
300,US,-0.66,40.0,-100.0,2020-05-11
301,US,-0.66,40.0,-100.0,2020-05-12
302,US,-0.66,40.0,-100.0,2020-05-13
303,US,-0.66,40.0,-100.0,2020-05-14
304,US,-0.66,40.0,-100.0,2020-05-15
305,US,-0.66,40.0,-100.0,2020-05-16
306,US,-0.66,40.0,-100.0,2020-05-17
307,US,-0.66,40.0,-100.0,2020-05-18
308,US,-0.66,40.0,-100.0,2020-05-19
309,US,-0.66,40.0,-100.0,2020-05-20
310,US,-0.66,40.0,-100.0,2020-05-21
311,US,-0.66,40.0,-100.0,2020-05-22
312,US,-0.66,40.0,-100.0,2020-05-23
313,US,-0.66,40.0,-100.0,2020-05-24
314,US,-0.66,40.0,-100.0,2020-05-25
315,US,-0.66,40.0,-100.0,2020-05-26
316,US,-0.66,40.0,-100.0,2020-05-27
317,US,-0.66,40.0,-100.0,2020-05-28
318,US,-0.66,40.0,-100.0,2020-05-29
319,US,-0.66,40.0,-100.0,2020-05-30
320,US,-0.66,40.0,-100.0,2020-05-31
321,US,-0.66,40.0,-100.0,2020-06-01
322,US,-0.66,40.0,-100.0,2020-06-02
323,US,-0.66,40.0,-100.0,2020-06-03
324,US,-0.66,40.0,-100.0,2020-06-04
325,US,-0.66,40.0,-100.0,2020-06-05
326,US,-0.66,40.0,-100.0,2020-06-06
327,US,-0.66,40.0,-100.0,2020-06-07
328,US,-0.66,40.0,-100.0,2020-06-08
329,US,-0.66,40.0,-100.0,2020-06-09
330,US,-0.66,40.0,-100.0,2020-06-10
331,US,-0.66,40.0,-100.0,2020-06-11
332,US,-0.66,40.0,-100.0,2020-06-12
333,US,-0.66,40.0,-100.0,2020-06-13
334,US,-0.66,40.0,-100.0,2020-06-14
335,US,-0.66,40.0,-100.0,2020-06-15
336,US,-0.66,40.0,-100.0,2020-06-16
337,US,-0.66,40.0,-100.0,2020-06-17
338,US,-0.66,40.0,-100.0,2020-06-18
339,US,-0.66,40.0,-100.0,2020-06-19
340,US,-0.66,40.0,-100.0,2020-06-20
341,US,-0.66,40.0,-100.0,2020-06-21
342,US,-0.66,40.0,-100.0,2020-06-22
343,US,-0.66,40.0,-100.0,2020-06-23
344,US,-0.66,40.0,-100.0,2020-06-24
345,US,-0.66,40.0,-100.0,2020-06-25
346,US,-0.66,40.0,-100.0,2020-06-26
347,US,-0.66,40.0,-100.0,2020-06-27
348,US,-0.66,40.0,-100.0,2020-06-28
349,US,-0.66,40.0,-100.0,2020-06-29
350,US,-0.66,40.0,-100.0,2020-06-30
351,US,-0.66,40.0,-100.0,2020-07-01
352,US,-0.66,40.0,-100.0,2020-07-02
353,US,-0.66,40.0,-100.0,2020-07-03
354,US,-0.66,40.0,-100.0,2020-07-04
355,US,-0.66,40.0,-100.0,2020-07-05
356,US,-0.66,40.0,-100.0,2020-07-06
357,US,-0.66,40.0,-100.0,2020-07-07
358,US,-0.66,40.0,-100.0,2020-07-08
359,US,-0.66,40.0,-100.0,2020-07-09
360,US,-0.66,40.0,-100.0,2020-07-10
361,US,-0.66,40.0,-100.0,2020-07-11
362,US,-0.66,40.0,-100.0,2020-07-12
363,US,-0.66,40.0,-100.0,2020-07-13
364,US,-0.66,40.0,-100.0,2020-07-14
365,US,-0.66,40.0,-100.0,2020-07-15
366,US,-0.66,40.0,-100.0,2020-07-16
367,US,-0.66,40.0,-100.0,2020-07-17
368,US,-0.66,40.0,-100.0,2020-07-18
369,US,-0.66,40.0,-100.0,2020-07-19
370,US,-0.66,40.0,-100.0,2020-07-20
371,US,-0.66,40.0,-100.0,2020-07-21
372,US,-0.66,40.0,-100.0,2020-07-22
373,US,-0.66,40.0,-100.0,2020-07-23
374,US,-0.66,40.0,-100.0,2020-07-24
375,US,-0.66,40.0,-100.0,2020-07-25
376,US,-0.66,40.0,-100.0,2020-07-26
377,US,-0.66,40.0,-100.0,2020-07-27
378,US,-0.66,40.0,-100.0,2020-07-28
379,US,-0.66,40.0,-100.0,2020-07-29
380,Brazil,-0.34,-14.235,-51.9253,2020-01-22
381,Brazil,-0.34,-14.235,-51.9253,2020-01-23
382,Brazil,-0.34,-14.235,-51.9253,2020-01-24
383,Brazil,-0.34,-14.235,-51.9253,2020-01-25
384,Brazil,-0.34,-14.235,-51.9253,2020-01-26
385,Brazil,-0.34,-14.235,-51.9253,2020-01-27
386,Brazil,-0.34,-14.235,-51.9253,2020-01-28
387,Brazil,-0.34,-14.235,-51.9253,2020-01-29
388,Brazil,-0.34,-14.235,-51.9253,2020-01-30
389,Brazil,-0.34,-14.235,-51.9253,2020-01-31
390,Brazil,-0.34,-14.235,-51.9253,2020-02-01
391,Brazil,-0.34,-14.235,-51.9253,2020-02-02
392,Brazil,-0.34,-14.235,-51.9253,2020-02-03
393,Brazil,-0.34,-14.235,-51.9253,2020-02-04
394,Brazil,-0.34,-14.235,-51.9253,2020-02-05
395,Brazil,-0.34,-14.235,-51.9253,2020-02-06
396,Brazil,-0.34,-14.235,-51.9253,2020-02-07
397,Brazil,-0.34,-14.235,-51.9253,2020-02-08
398,Brazil,-0.34,-14.235,-51.9253,2020-02-09
399,Brazil,-0.34,-14.235,-51.9253,2020-02-10
400,Brazil,-0.34,-14.235,-51.9253,2020-02-11
401,Brazil,-0.34,-14.235,-51.9253,2020-02-12
402,Brazil,-0.34,-14.235,-51.9253,2020-02-13
403,Brazil,-0.34,-14.235,-51.9253,2020-02-14
404,Brazil,-0.34,-14.235,-51.9253,2020-02-15
405,Brazil,-0.34,-14.235,-51.9253,2020-02-16
406,Brazil,-0.34,-14.235,-51.9253,2020-02-17
407,Brazil,-0.34,-14.235,-51.9253,2020-02-18
408,Brazil,-0.34,-14.235,-51.9253,2020-02-19
409,Brazil,-0.34,-14.235,-51.9253,2020-02-20
410,Brazil,-0.34,-14.235,-51.9253,2020-02-21
411,Brazil,-0.34,-14.235,-51.9253,2020-02-22
412,Brazil,-0.34,-14.235,-51.9253,2020-02-23
413,Brazil,-0.34,-14.235,-51.9253,2020-02-24
414,Brazil,-0.34,-14.235,-51.9253,2020-02-25
415,Brazil,-0.34,-14.235,-51.9253,2020-02-26
416,Brazil,-0.34,-14.235,-51.9253,2020-02-27
417,Brazil,-0.34,-14.235,-51.9253,2020-02-28
418,Brazil,-0.34,-14.235,-51.9253,2020-02-29
419,Brazil,-0.34,-14.235,-51.9253,2020-03-01
420,Brazil,-0.34,-14.235,-51.9253,2020-03-02
421,Brazil,-0.34,-14.235,-51.9253,2020-03-03
422,Brazil,-0.34,-14.235,-51.9253,2020-03-04
423,Brazil,-0.34,-14.235,-51.9253,2020-03-05
424,Brazil,-0.34,-14.235,-51.9253,2020-03-06
425,Brazil,-0.34,-14.235,-51.9253,2020-03-07
426,Brazil,-0.34,-14.235,-51.9253,2020-03-08
427,Brazil,-0.34,-14.235,-51.9253,2020-03-09
428,Brazil,-0.34,-14.235,-51.9253,2020-03-10
429,Brazil,-0.34,-14.235,-51.9253,2020-03-11
430,Brazil,-0.34,-14.235,-51.9253,2020-03-12
431,Brazil,-0.34,-14.235,-51.9253,2020-03-13
432,Brazil,-0.34,-14.235,-51.9253,2020-03-14
433,Brazil,-0.34,-14.235,-51.9253,2020-03-15
434,Brazil,-0.34,-14.235,-51.9253,2020-03-16
435,Brazil,-0.34,-14.235,-51.9253,2020-03-17
436,Brazil,-0.34,-14.235,-51.9253,2020-03-18
437,Brazil,-0.34,-14.235,-51.9253,2020-03-19
438,Brazil,-0.34,-14.235,-51.9253,2020-03-20
439,Brazil,-0.34,-14.235,-51.9253,2020-03-21
440,Brazil,-0.34,-14.235,-51.9253,2020-03-22
441,Brazil,-0.34,-14.235,-51.9253,2020-03-23
442,Brazil,-0.34,-14.235,-51.9253,2020-03-24
443,Brazil,-0.34,-14.235,-51.9253,2020-03-25
444,Brazil,-0.34,-14.235,-51.9253,2020-03-26
445,Brazil,-0.34,-14.235,-51.9253,2020-03-27
446,Brazil,-0.34,-14.235,-51.9253,2020-03-28
447,Brazil,-0.34,-14.235,-51.9253,2020-03-29
448,Brazil,-0.34,-14.235,-51.9253,2020-03-30
449,Brazil,-0.34,-14.235,-51.9253,2020-03-31
450,Brazil,-0.34,-14.235,-51.9253,2020-04-01
451,Brazil,-0.34,-14.235,-51.9253,2020-04-02
452,Brazil,-0.34,-14.235,-51.9253,2020-04-03
453,Brazil,-0.34,-14.235,-51.9253,2020-04-04
454,Brazil,-0.34,-14.235,-51.9253,2020-04-05
455,Brazil,-0.34,-14.235,-51.9253,2020-04-06
456,Brazil,-0.34,-14.235,-51.9253,2020-04-07
457,Brazil,-0.34,-14.235,-51.9253,2020-04-08
458,Brazil,-0.34,-14.235,-51.9253,2020-04-09
459,Brazil,-0.34,-14.235,-51.9253,2020-04-10
460,Brazil,-0.34,-14.235,-51.9253,2020-04-11
461,Brazil,-0.34,-14.235,-51.9253,2020-04-12
462,Brazil,-0.34,-14.235,-51.9253,2020-04-13
463,Brazil,-0.34,-14.235,-51.9253,2020-04-14
464,Brazil,-0.34,-14.235,-51.9253,2020-04-15
465,Brazil,-0.34,-14.235,-51.9253,2020-04-16
466,Brazil,-0.34,-14.235,-51.9253,2020-04-17
467,Brazil,-0.34,-14.235,-51.9253,2020-04-18
468,Brazil,-0.34,-14.235,-51.9253,2020-04-19
469,Brazil,-0.34,-14.235,-51.9253,2020-04-20
470,Brazil,-0.34,-14.235,-51.9253,2020-04-21
471,Brazil,-0.34,-14.235,-51.9253,2020-04-22
472,Brazil,-0.34,-14.235,-51.9253,2020-04-23
473,Brazil,-0.34,-14.235,-51.9253,2020-04-24
474,Brazil,-0.34,-14.235,-51.9253,2020-04-25
475,Brazil,-0.34,-14.235,-51.9253,2020-04-26
476,Brazil,-0.34,-14.235,-51.9253,2020-04-27
477,Brazil,-0.34,-14.235,-51.9253,2020-04-28
478,Brazil,-0.34,-14.235,-51.9253,2020-04-29
479,Brazil,-0.34,-14.235,-51.9253,2020-04-30
480,Brazil,-0.34,-14.235,-51.9253,2020-05-01
481,Brazil,-0.34,-14.235,-51.9253,2020-05-02
482,Brazil,-0.34,-14.235,-51.9253,2020-05-03
483,Brazil,-0.34,-14.235,-51.9253,2020-05-04
484,Brazil,-0.34,-14.235,-51.9253,2020-05-05
485,Brazil,-0.34,-14.235,-51.9253,2020-05-06
486,Brazil,-0.34,-14.235,-51.9253,2020-05-07
487,Brazil,-0.34,-14.235,-51.9253,2020-05-08
488,Brazil,-0.34,-14.235,-51.9253,2020-05-09
489,Brazil,-0.34,-14.235,-51.9253,2020-05-10
490,Brazil,-0.34,-14.235,-51.9253,2020-05-11
491,Brazil,-0.34,-14.235,-51.9253,2020-05-12
492,Brazil,-0.34,-14.235,-51.9253,2020-05-13
493,Brazil,-0.34,-14.235,-51.9253,2020-05-14
494,Brazil,-0.34,-14.235,-51.9253,2020-05-15
495,Brazil,-0.34,-14.235,-51.9253,2020-05-16
496,Brazil,-0.34,-14.235,-51.9253,2020-05-17
497,Brazil,-0.34,-14.235,-51.9253,2020-05-18
498,Brazil,-0.34,-14.235,-51.9253,2020-05-19
499,Brazil,-0.34,-14.235,-51.9253,2020-05-20
500,Brazil,-0.34,-14.235,-51.9253,2020-05-21
501,Brazil,-0.34,-14.235,-51.9253,2020-05-22
502,Brazil,-0.34,-14.235,-51.9253,2020-05-23
503,Brazil,-0.34,-14.235,-51.9253,2020-05-24
504,Brazil,-0.34,-14.235,-51.9253,2020-05-25
505,Brazil,-0.34,-14.235,-51.9253,2020-05-26
506,Brazil,-0.34,-14.235,-51.9253,2020-05-27
507,Brazil,-0.34,-14.235,-51.9253,2020-05-28
508,Brazil,-0.34,-14.235,-51.9253,2020-05-29
